c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
1, DATE '2024-08-30', 0.0195260000000000000000000, DATE '2024-10-03'
2, DATE '2024-08-31', 0.0195260000000000000000000, DATE '2024-10-03'
3, DATE '2024-09-01', 0.0225409000000000000000000, DATE '2024-10-03'
4, DATE '2024-09-02', 0.0225409000000000000000000, DATE '2024-10-03'
5, DATE '2024-09-03', 0.0225409000000000000000000, DATE '2024-10-03'
6, DATE '2024-09-04', 0.0225409000000000000000000, DATE '2024-10-03'
7, DATE '2024-09-05', 0.0225409000000000000000000, DATE '2024-10-03'
8, DATE '2024-09-06', 0.0225409000000000000000000, DATE '2024-10-03'
9, DATE '2024-09-07', 0.0225409000000000000000000, DATE '2024-10-03'
10, DATE '2024-09-08', 0.0225409000000000000000000, DATE '2024-10-03'
11, DATE '2024-09-09', 0.0225409000000000000000000, DATE '2024-10-03'
12, DATE '2024-09-10', 0.0225409000000000000000000, DATE '2024-10-03'
13, DATE '2024-09-11', 0.0225409000000000000000000, DATE '2024-10-03'
14, DATE '2024-09-12', 0.0225409000000000000000000, DATE '2024-10-03'
15, DATE '2024-09-13', 0.0225409000000000000000000, DATE '2024-10-03'
16, DATE '2024-09-14', 0.0225409000000000000000000, DATE '2024-10-03'
17, DATE '2024-09-15', 0.0225409000000000000000000, DATE '2024-10-03'
18, DATE '2024-09-16', 0.0225409000000000000000000, DATE '2024-10-03'
19, DATE '2024-09-17', 0.0225409000000000000000000, DATE '2024-10-03'
20, DATE '2024-09-18', 0.0225409000000000000000000, DATE '2024-10-03'
21, DATE '2024-09-19', 0.0225409000000000000000000, DATE '2024-10-03'
22, DATE '2024-09-20', 0.0225409000000000000000000, DATE '2024-10-03'
23, DATE '2024-09-21', 0.0225409000000000000000000, DATE '2024-10-03'
24, DATE '2024-09-22', 0.0225409000000000000000000, DATE '2024-10-03'
25, DATE '2024-09-23', 0.0225409000000000000000000, DATE '2024-10-03'
26, DATE '2024-09-24', 0.0225409000000000000000000, DATE '2024-10-03'
27, DATE '2024-09-25', 0.0225409000000000000000000, DATE '2024-10-03'
28, DATE '2024-09-26', 0.0225409000000000000000000, DATE '2024-10-03'
29, DATE '2024-09-27', 0.0225409000000000000000000, DATE '2024-10-03'
30, DATE '2024-09-28', 0.0225409000000000000000000, DATE '2024-10-03'
31, DATE '2024-09-29', 0.0225409000000000000000000, DATE '2024-10-03'
32, DATE '2024-09-30', 0.0225409000000000000000000, DATE '2024-10-03'
33, DATE '2024-10-01', 0.0227174516000000000000000, DATE '2024-10-03'
34, DATE '2024-10-02', 0.0227174516000000000000000, DATE '2024-10-03'
35, DATE '2024-10-03', 0.0227174516000000000000000, DATE '2024-10-03'
36, DATE '2024-10-04', 0.0227174516000000000000000, DATE '2024-10-03'
37, DATE '2024-10-05', 0.0227174516000000000000000, DATE '2024-10-03'
38, DATE '2024-10-06', 0.0227174516000000000000000, DATE '2024-10-03'
